fid,fname,year,id,type,sdate,edate,inidoy,enddoy,source,zp_link,burn_perio,area,growth_rat,ros_i,ros_p,spdir_i,spdir_p,int_i,int_p,duration_i,duration_p,qc,elev_av,aspect_av,landform,land_use,land_use_d,1_3y_fir_p,3_8y_fir_p,8_ny_fir_p,fuel_model,f_load_av,sW_1m_av,sW_3m_av,sW_7_av,sW_28_av,sW_100_av,sW_289_av,t_2m_C_av,d_2m_C_av,rh_2m_av,VPD_Pa_av,sP_hPa_av,gp_m2s2_av,dfmc_av,HDW_av,Haines_av,FWI_12h_av,DC_12h_av,FFMC_12h_a,wv10_kh_av,wdir10_av,wv100_k_av,wdir100_av,Recirc,CircVar,t_950_av,t_850_av,t_700_av,t_500_av,t_300_av,rh_950_av,rh_850_av,rh_700_av,rh_500_av,rh_300_av,wv_950_av,wv_850_av,wv_700_av,wv_500_av,wv_300_av,wdi_950_av,wdi_850_av,wdi_700_av,wdi_500_av,wdi_300_av,vwv_950_av,vwv_850_av,vwv_700_av,vwv_500_av,vwv_300_av,gp_950_av,gp_850_av,gp_700_av,gp_500_av,gp_300_av,gT_s_9_av,gT_9_8_av,gT_8_7_av,gT_7_5_av,gT_5_3_av,wSv_9_av,wSdir_9_av,wSv_7_av,wSdir_7_av,wSv_5_av,wSdir_5_av,wSv_1_av,wSdir_1_av,CBH_m_av,HigCC_p_av,LowCC_p_av,MidCC_p_av,TotCC_p_av,Cape_av,Cin_av,BLH_m_av,BLH_m_rt,LCL_hPa_av,LCL_m_av,LFC_hPa_av,CCL_hPa_av,EL_m_av,LiftIdx_av,VentIdx_av,CMLG_av,ros_p_lg1,f_start,fire_rank,SHAP_durat,SHAP_sW_10,SHAP_8_ny_,SHAP_3_8y_,SHAP_f_loa,SHAP_f_sta,SHAP_FWI_1,SHAP_wv100,SHAP_wv_85,SHAP_Cape_,SHAP_gT_8_,pred_log,actual_log,outlier,PredROS,PredErr,PctErr
86,Satao_13082025,2025,3133,p,2025-08-13 15:10:00,2025-08-13 18:30:00,225.631944,225.770833,"sat,airb",1,2,2833.25,849.975,1723.244829,2166.281842,54.664178,61.549007,23718.385433,26394.65421,6,3.333333,5,778.548674125628,215.15096611103,21,-1,Unknown,0,0,75.5631733594515,233,21.8497742504409,0.211364245190768,0.287970470949906,0.152584090931556,0.162746857626795,0.231259053783239,0.32850286553146,31.7513040643242,13.2100910494316,32.4317208834093,3162.87582905026,935.484731244719,7042.74370488978,8.04071980087824,24990.3918274631,4,31.8115957937395,728.848753696422,90.3693927841739,7.85893180164111,247.979654103481,11.2094520502733,262.685148060738,0.000941224288287,0.000890031553668,31.2696065219023,22.7926555891039,9.25098398573228,-9.19816775687637,-37.2137189706935,31.7844542672917,43.2868622075796,53.1502254287323,11.014810420473,84.1125018709928,7.98081357364474,11.0186941810721,44.1829344793615,38.9039569388202,71.5431823449076,261.211277380331,236.23897558893,228.403594794529,238.572545851342,278.369526938729,-0.003846119757289,0.030499580863161,0.146965269774371,0.040294771405489,0.002765924991634,5491.51524805593,15110.9332401068,31280.1960621533,57638.8431849829,94374.0657781777,-999,-9.24958512831464,-8.71382750187594,-7.20423358236099,-7.80900866252923,4.32994687129422,0.193795064532061,15.3913891479749,-0.281424386726765,6.18387783622081,-0.096201549839318,28.7074160790196,-0.178196623914532,-1,14.1109257647153,0,2.6370040402972,15.4681779176227,169.008860578942,1,1318.73571452285,802.229295668617,713.836218387591,2.85673090189673,936.365421191945,938.206472767913,-1,9.90738886645526,11519.0790025858,1.53799518737388,1199.981466,910,1,,,,,,,,,,,,,,1,483.724334716797,1682.5575072832,77.6702954648688
87,Satao_13082025,2025,3139,p,2025-08-14 17:30:00,2025-08-14 22:00:00,226.729167,226.916667,sat,1,5,2376.75,528.166667,980.670768,1669.144304,324.657756,196.662175,9764.538637,23111.787115,11.5,4.5,5,771.415478830113,79.7960026218992,22,-1,Unknown,0,1.69122976564388,48.0309253442861,233,20.3238616352201,0.210869084282057,0.287920808314402,0.150104149009714,0.163330684552691,0.230642152910156,0.328688916268023,29.7196875801212,12.8762328534429,36.8440300706119,2707.2517564612,926.580783740362,7749.43578405909,8.835131230261,14057.9475386472,4,43.753497083244,729.242449723555,92.3211330743943,2.45692219898095,249.32527456427,2.94242555271577,263.753753470518,0.449995214145708,0.462972312606862,32.4424122023242,25.1526366310578,9.9842657689786,-6.16379902507246,-37.3903076205299,37.116045347385,30.9710529356305,51.1119699131605,17.5405368820852,38.7552023349472,2.50295555895486,20.6722531339943,43.5399918202218,40.4150353034042,72.125520944396,263.837550593319,165.73601231313,174.116791131808,198.362879529378,223.446933699073,-0.012785448857701,0.063105084105261,-0.064238377463005,0.066935097649138,-0.030702907717108,5496.47547319679,15166.8056919718,31428.5414410756,57946.0969123913,94786.7486318879,-999,-7.95420431795263,-9.76057986399036,-6.30567910668582,-8.70402564138042,3.50636361117333,-0.225874758250436,17.6711007594959,-0.478713729752442,7.56886701779696,-0.133102627042413,21.4451493134649,1.35030846269942,-1,0,0,0.0298365574558,0.0298365574558,298.298642483827,1,427.240939511086,485.124883958604,725.671555446782,2.73945459378165,947.550932013557,947.676752199521,-1,14.2702717913347,5188.72119461361,2.31221365427056,1824.718122,2490,1,,,,,,,,,,,,,,1,515.059936523438,1154.08436747656,69.1422763574648
88,Seixal_11092024,2024,2889,p,2024-09-11 12:50:00,2024-09-11 15:20:00,255.534722,255.638889,airb,1,1,59.75,23.9,854.147148,854.147148,172.929319,172.929319,10081.308972,10081.308972,2.5,2.5,4,46.6039259453782,45.4988138584125,24,6,Coniferous Forests,0,0,79.6610169491525,227,20.1793103448276,0.081286325242594,0.104648793420991,0.052874490718033,0.061835176895042,0.089721838533851,0.117009887695276,24.9004618326823,11.8342997233073,44.1200294494629,1758.23421223958,1012.93998209635,421.31494140625,10.2920374472936,55518.44921875,4,46.2250404450811,1098.85009791738,88.0123663410241,31.6708131590502,344.940560720134,42.4716859597044,347.263308742414,2.0602023522e-05,2.1368748443e-05,20.8344014485677,17.2339375813802,7.298095703125,-9.31592814127604,-35.1587575276693,40.6999041239421,30.1364250183105,15.1102313995361,65.6189702351888,73.6183191935221,44.6129216869097,25.5650277608652,39.0279491402549,63.996924645059,108.60379435593,5.07563547312213,19.7417380031543,4.96842863282421,2.16540434770491,15.8543065347048,-0.136248438822916,-0.095644965330961,-0.024346384554793,-0.025226856324043,-0.168964356202068,5848.79150390625,15229.21875,31164.1614583333,57405.5364583333,94362.2161458333,-4.34093260138389,-3.92862920936811,-6.39353949415478,-6.48763207045183,-7.20338775426555,27.2914689381917,-11.8701699574788,2.68450744946798,-1.98959771792094,5.96295166015625,-0.698247144619624,126.799643588733,0.780956349126427,-1,17.4322102864569,0,0,17.4322102864569,0,1,592.475682779918,13.5119421386734,835.200608145516,1.59979744294341,-1,691.070041214387,-1,21.8270108548086,22314.1937255859,1.00732176016349,,0,1,,,,,,,,,,,,,,1,2048.884765625,-1194.737617625,-139.8749173866
89,Serta_15102017,2017,1090,p,2017-10-15 18:00:00,2017-10-15 19:00:00,288.75,288.791667,rep,1,1,888.75,888.75,2190.104745,1127.230453,8.807981,39.596791,28222.846123,13474.622384,7,1,4,535.751267962806,247.862819947709,21,4,Eucalyptus Forests,0,0,80.7153075822604,223,23.249844789357,0.178648540868136,0.24050024887563,0.096593753113863,0.149086399784631,0.195248380826935,0.273226020308167,27.4820594090722,2.5591032941125,20.0846787597777,2930.01618121519,960.811426646641,5217.1197146673,6.81314077148437,36683.5105987431,4,68.8449721794276,1028.88214816812,94.3469167268068,12.2701531053288,167.823907191026,26.7561738585325,162.937260202658,0.016161996385263,0.016216758366426,28.1926215505535,19.3376972602937,4.06594938307155,-14.6166149859942,-39.5516277444938,19.3193557882364,28.6081763814422,57.7781409517037,65.3514224655373,10.7945782984778,24.2639550740872,47.9337168561464,52.7443184972269,42.6665344065498,43.6739464004553,166.748645229527,180.877715916829,192.628360253995,179.687042198637,209.925749758799,0.095138807194058,0.43048003025567,0.13131097209817,-0.091119353363207,-0.00555313746936,5812.66314655145,15326.2440132959,31234.7737675537,57136.9385606722,93209.1046292724,-9.45863097261184,-9.6620089790353,-9.82710115500959,-7.29537918653452,-6.95034444067502,227.254229185718,2.61711790345724,16.4105448528303,0.250412236115685,6.06258365905092,0.078149098595183,162.978125875657,1.11765348879464,-1,0.7623581627042,0,1.3846988031471,2.1470569658513,0,1,580.99714575498,286.496887061307,664.844834263492,3.4139380109117,-1,600.503840205705,-1,8.15219653422559,12162.1151293033,2.83294086515672,2404.772462,360,1,,,,,,,,,,,,,,1,2704.89697265625,-1577.66651965625,-139.959536708529
90,Serta_15102017,2017,1092,p,2017-10-15 20:00:00,2017-10-15 21:00:00,288.833333,288.875,rep,2,2,1918.5,1918.5,6566.842408,6566.842408,19.062525,19.062525,84706.08998,84706.08998,1,1,4,554.927065712427,214.470700559599,22,7,Shrub,0,0,96.4003746821892,233,23.409361038961,0.182460729328035,0.246213427167153,0.096148572376944,0.148808439692009,0.200667440175455,0.279945013325417,24.7270013295219,3.10730838315674,24.5520842806673,2348.91642082263,954.898625964772,5722.34471587115,7.68727869910721,26856.8221919439,4,67.9414991588428,985.078347912294,94.0893454357473,11.4049166950399,166.64402438155,25.6740020281853,172.474714257076,0.003858616939795,0.003865139450036,25.8346650888004,18.2402281588711,4.14079042381992,-13.7920186239631,-39.4910576289163,23.3069668999416,34.3752448439106,54.2820511401299,42.2950095039902,26.5094261011818,19.9822528344154,53.8134127336481,49.317350193966,45.5207752610538,33.1648676682225,175.970141544667,188.89163458557,196.340387289608,183.501298174418,232.425540865157,0.054271154151585,0.418253195782704,0.243839712240404,-0.088626138476816,-0.056931935101267,5874.54326851107,15344.7185142781,31231.9486678515,57113.3261759126,93217.5759846965,-999,-8.2866341260995,-9.07274019745732,-7.00260624285146,-7.16330785986391,-229.777370704658,-4.51343234377006,15.9235372102564,0.224133021503395,7.00369455710258,0.063930841034633,168.04638973122,1.39723545404775,6404.7354943649,19.9054567859519,0,3.6721492834562,22.5003162416631,0,1,473.345946437771,105.245816875931,692.770268330589,3.09235931758045,-1,622.888963745371,-1,11.7318644861391,10038.3292062729,2.61901337114268,,480,2,,,,,,,,,,,,,,1,2020.39318847656,4546.44921952344,69.2334144334691
91,Serta_15102017,2017,1094,p,2017-10-15 21:00:00,2017-10-15 22:00:00,288.875,288.916667,rep,2,2,2599.75,2599.75,6045.062842,5555.035744,17.611289,15.556435,78371.008352,68447.154093,2,1,4,623.722467382962,162.973422192986,21,7,Shrub,0.776322173702086,0,94.866569626395,233,21.0667113836719,0.18293141295758,0.246724514495348,0.092759593678411,0.148922994697361,0.201617239602286,0.280477478271944,23.6955458231805,3.6051665793747,27.0630633909486,2134.77003646579,951.555756217522,6104.65371865715,8.12689568632458,24821.5726499647,4,66.579641809889,968.85827993266,93.9380995167504,11.6222767639282,171.174838140532,25.6613349317394,183.11305242409,0.000879896409806,0.000880468661016,24.7854772662398,17.834659683008,4.46512450235918,-13.6617986835942,-39.0817813294061,26.8219740521147,34.59663724283,54.5997458730063,37.4533367442951,56.7036571968987,20.7582766844827,53.5626709032125,44.8497789728754,47.4134800993623,26.7048406370717,184.602033555285,194.945795207166,197.113492728778,192.262425665292,251.294603683265,0.019319236953217,0.200729481667935,0.19058635697573,-0.060385082730799,-0.063601764157488,5900.56068602577,15339.8666755591,31238.5660052597,57118.0985477088,93232.3619991373,-999,-7.58435190402423,-8.60306074143971,-7.07840612853338,-7.08552414933697,-125.231657803346,-2.26363625028664,13.8420333110997,0.164442813074028,7.23664987136184,0.061521214882053,155.302387854548,1.58786771081144,5589.70805776372,50.7178836384238,0,5.0220148879867,53.0861855696852,0.078908442175687,1,563.557784131077,210.22285137526,705.886081202475,2.94519933717336,-1,633.368541757899,-1,12.8312093034361,10415.4707156786,2.38164155304229,6566.842408,540,2,,,,,,,,,,,,,,1,2561.11767578125,2993.91806821875,53.895568024967
92,SeverdoVouga_15092024,2024,2903,p,2024-09-16 09:00:00,2024-09-16 10:40:00,260.375,260.444444,"airb, sat",3,3,971,582.6,3705.673184,4211.763506,253.246056,264.446418,35882.038338,40184.633038,3,1.666667,4,165.197905911203,195.000640504064,21,4,Eucalyptus Forests,0,0,92.874109263658,223,16.6990020366599,0.168580872758726,0.245212084707192,0.070172366798274,0.118742472420407,0.192684566492446,0.28575769949474,23.9037889028469,-1.72867105143972,18.1963645337002,2429.63923007266,993.626825152461,2066.30327744127,6.91793378739317,45742.2178855289,4,67.6700406692179,805.079806209337,96.1094726625785,18.807034024597,83.0842565025152,30.5862441887002,81.951969714216,1.735669191e-06,1.735781813e-06,22.682465332874,19.605845250246,7.31377063157548,-7.7920781512286,-36.7972806197974,11.8239655317085,12.8349246201993,18.0632109317349,4.6595136889508,39.0293179969656,41.9703465423052,4.66332385657723,20.1429372588725,43.3694124229185,87.7146398310332,85.9524803406692,106.502801889963,65.3952873263194,70.3612370198032,74.0021377321132,-0.41590706350588,0.014758334597092,-0.054946510877626,0.047843834901083,0.002082103751517,5719.9428052885,15166.9715640685,31138.1532458977,57535.5786319129,94369.7745800128,-4.75480355923779,-3.3570395284046,-7.90973382049918,-5.89870280267728,-8.08486242540031,63.7130450378461,0.189201394826888,-0.387445565895468,-0.105659875849814,4.13767280695897,-0.038958361485289,104.07539791767,-0.08114939170301,-1,2.0606760899622,0,0,2.0606760899622,0,1,422.759514424497,43.6661049246774,678.014284380784,3.26094957245503,-1,457.774093999333,-1,20.3551132307065,20997.0678705254,2.83819005803053,3387.331069,1080,1,,,,,,,,,,,,,,1,856.984313964844,3354.77919203516,79.6526012739319
93,SeverdoVouga_15092024_2,2024,2937,p,2024-09-16 06:20:00,2024-09-16 07:40:00,260.263889,260.319444,sat,2,2,1578.25,1183.6875,7320.941804,7320.941804,255.694933,255.694933,67406.295037,67406.295037,1.333333,1.333333,4,90.8250138602883,189.698360650141,22,4,Eucalyptus Forests,0.441104394706747,45.7278222512661,47.7046234275445,223,14.8468156073002,0.162801965486464,0.237653739914533,0.066920575140401,0.114514297477509,0.186207670494943,0.277257853368538,19.4560944829678,-2.08503007752448,23.2242727245455,1733.58919853621,998.812577731585,1501.23603519064,8.03644257620706,30877.4386945957,4,67.2308815166784,814.508741463096,96.2328024738525,17.7854444433042,81.2042241941397,37.6411133653954,81.4317079258298,-1,-1,22.8860165324762,19.6290230292134,6.97664217144789,-8.50796837159568,-36.7446831226369,10.8697512114131,12.7520020442623,21.2257610922474,4.54920500507005,37.8675044927946,49.0035050825994,8.62700285079787,19.1241836825894,38.2962140142202,100.36288929438,84.7809734406362,85.8390966418759,70.8961608185991,63.5474406149487,72.2433375465764,-0.542486832537681,-0.013852801182279,-0.044209245102286,-0.014884555812054,-0.002184573414326,5698.55770671055,15156.4097218127,31118.2002348081,57445.44731247,94194.0988530118,11.3583680628574,-3.55385313771684,-8.14158454818498,-6.04660598169062,-7.87065542310293,78.3849565796286,0.106551655737074,-0.197845292695355,-0.070376623708534,3.43494559229255,-0.060664667974711,199.674851794289,-0.194141984644957,-1,0,0,0,0,0,1,333.930467782583,-999,722.441299406476,2.76204199190544,-1,447.994136420874,-1,24.5360743057664,24526.7537512495,2.42811152412286,,1680,1,,,,,,,,,,,,,,1,1345.74426269531,5975.19754130468,81.6178806125732
94,SeverdoVouga_15092024_2,2024,2938,p,2024-09-16 07:40:00,2024-09-16 09:00:00,260.319444,260.375,"airb, sat",2,2,1080,810,5295.39912,3310.362239,259.195501,261.777834,43631.574192,21763.129086,2.666667,1.333333,4,84.3536355735805,226.4086998035,21,4,Eucalyptus Forests,0,68.4628337743565,19.7017079624729,234,13.8133333333333,0.154167318426775,0.228443141536407,0.061063800508645,0.107029915391308,0.17696745855416,0.26774251884309,22.5185718056897,-1.3296657653125,20.4415873334705,2175.64745350677,1003.8460990479,923.070351202017,7.35731547144813,39748.6776967437,4,66.7677244770731,824.452921639021,96.3628716525418,18.1661796730351,86.4296467720038,34.3085834258418,84.8671858648901,4.2224599694e-05,4.235902948e-05,23.7251424914031,19.519459505167,7.12585836896437,-8.13634944559902,-36.8427338647483,9.51544178787515,12.7292884772596,19.883183174837,4.15745282452324,39.3687306524921,47.283123205848,3.78017283119996,17.7879333855329,43.0989292715465,94.3567637589528,89.2801255195813,59.2321266821363,70.1958295544822,67.2308684229757,73.338426549456,-0.497284240967403,0.035404210920472,-0.068482881151242,0.034373824617899,-0.001611201931432,5706.88456657468,15170.5261414662,31133.104412445,57498.4000102281,94297.1362463594,3.00035872074564,-4.58901120370812,-7.97506434885293,-5.95975964709058,-8.00157037383123,59.5649392336255,0.119565036927775,-1.08837831329852,-0.095937327951305,4.03941707623548,-0.060547499650389,148.17156631207,-0.255105132272914,-1,0.6230986550751,0,0,0.6230986550751,0,1,376.53532276749,36.6442324454961,703.033662653898,2.97805690193614,-1,460.476420613291,-1,21.9850155899259,23652.2837320676,2.60152157916865,7320.941804,1760,1,,,,,,,,,,,,,,1,1112.78100585938,2197.58123314062,66.3849172531787
95,SeverdoVouga_17092024,2024,2952,p,2024-09-17 01:40:00,2024-09-17 03:00:00,261.069444,261.125,sat,1,1,1423,1067.25,5437.507761,5437.507761,254.391917,254.391917,53605.829307,53605.829307,1.333333,1.333333,4,255.204569466455,235.68664558031,21,4,Eucalyptus Forests,0,22.958452722063,66.3502865329513,223,16.6572600834492,0.170318501651197,0.247965183126261,0.071665532697882,0.120248233122513,0.194513590842525,0.289048083377617,21.0059697145822,5.00549636251636,35.1303593801761,1613.38229039576,988.910652963375,2201.02857732832,9.47687120511304,30687.482581455,4,63.8170716377811,824.986416170178,94.936623145537,18.981978627859,75.7318000937989,36.7467462504144,77.6198472332045,4.3040889197e-05,4.3057864045e-05,21.1646589147822,20.0740895907015,7.96851428745625,-7.45679863288327,-36.2377466200969,29.5506719285338,15.7372413608366,28.3689218305853,32.2825390539301,28.7053913060003,53.070887124717,26.1592480127518,23.6403355415175,39.6585495344697,63.5801770198569,79.0026042979079,92.9817526063467,27.3141578840299,24.1962067523058,45.3015592073806,-0.480688710629939,-0.19950522673183,0.145782669725042,0.015083991819659,0.0054790542227,5381.13342596102,14814.6219060829,30833.0686406305,57316.8789102692,94246.7647854723,2.84358694256136,-1.1899695871052,-7.78972479122775,-6.02345077483891,-8.02235410014379,123.722387937967,0.090364613671076,1.67374261069826,-0.315419772886211,3.88544457970806,-0.173289853899513,197.611728326538,0.028000074671064,-1,17.4346299964726,0,0,17.4346299964726,0,1,486.214286494632,36.4325178100634,778.806920104214,2.16417328184052,-1,532.022488166489,-1,23.725741339471,26544.0482229164,1.67795899534589,,0,1,,,,,,,,,,,,,,1,1641.150390625,3796.35737037499,69.8179669297027
96,SeverdoVouga_17092024,2024,2953,p,2024-09-17 03:00:00,2024-09-17 04:00:00,261.125,261.166667,sat,1,1,1484.5,1484.5,4446.525086,3122.686256,254.895576,256.051449,43194.260982,25926.315264,2.333333,1,4,177.815822572531,241.726686538867,21,4,Eucalyptus Forests,0.154692334135442,28.7040220006875,62.4785149535923,223,16.6808514986376,0.167342091826347,0.244651519688,0.069907467930116,0.117689727730423,0.191296842010903,0.28555597887406,20.4790319658335,5.45085062009003,37.4239240546014,1506.1621756026,992.178643747822,1860.07495857663,9.83690255076348,28000.5415753688,4,63.7588856550591,830.559262899433,95.0005365021964,18.5674770662964,77.6779965956399,36.363664838157,78.1745627536045,0.000128493792323,0.000128497454968,20.7104547755828,19.822707333273,7.520137873324,-7.54742623927123,-36.2004566885411,30.935238152368,15.8686667751068,31.8231691426372,26.7734818392933,32.7297351865649,53.48557659991,21.1667966007736,22.1907316854581,44.91147595219,65.2337696864624,79.9011178363815,100.161628218084,22.4902029552046,20.0929705157966,39.0150200212598,-0.464884763076319,-0.068938927745046,0.11824763745684,-0.028912218375959,0.059844812988355,5357.30782568273,14782.738707237,30780.5706934782,57248.9601887431,94177.2159643792,2.78938905734088,-0.96866144503885,-7.91648706627559,-5.88375297134323,-7.98669857602905,101.951762312607,0.071698876787728,1.22349917977955,-0.347669760015368,4.85587938668644,-0.189178497886227,195.269258931404,-0.060400490603554,-1,23.823198532593,0,0,23.823198532593,0,1,464.005442680684,5.03212639880195,792.682554220715,2.02213362932218,-1,542.102454424909,-1,24.1273894154454,26745.4164019225,1.5581281866415,5437.507761,80,1,,,,,,,,,,,,,,1,1920.88989257812,1201.79636342188,38.4859785741433
97,Silves_06072020,2020,1941,p,2020-07-06 16:30:00,2020-07-06 17:30:00,188.6875,188.729167,airb,1,1,268.5,268.5,1148.605522,1940.290947,134.895685,130.431185,12758.735309,20853.918371,2.5,1,4,170.231493280816,194.294330028506,21,7,Shrub,0,30.4,0,236,21.1688636363636,0.185485210359086,0.18090130101025,0.121915856599792,0.162436079978939,0.198388227224338,0.178475952148433,36.1866760253906,9.64004516601562,19.9991207122803,4789.8857421875,991.154968261719,2283.66088867188,5.93121415376663,73647.21875,4,53.2162043174871,679.409283247569,97.2163956241699,15.3755687676665,288.173563454495,21.2314819928223,298.327977202083,-1,-1,30.8042297363281,23.5173645019531,13.0498962402344,-8.41159057617188,-37.5753631591797,25.5328388214111,33.5960426330566,17.0389671325684,23.8686141967773,50.4419441223145,24.1983276854792,3.01914434613875,42.7114059322581,40.0312661112161,63.5307775728943,304.201820639242,100.029572176938,287.687190838256,259.342025501365,247.625763896759,0.042614237737762,-0.131665445731332,-0.094236672175867,-0.072517030404392,-0.024080520831617,5726.02294921875,15353.373046875,31637.443359375,58204.6875,94822.59375,-15.6019805086706,-7.95102871754602,-6.73563172151274,-8.38052427597897,-8.12906199826689,26.3156108856201,0.427595734596252,9.57509231567383,-0.056477013975382,4.47994709014893,-0.122054517269135,56.8523244021268,0.320398291957089,-1,0,0,0,0,0,1,823.655129394521,-999,674.584524137712,3.30012271020114,363.467903597361,605.732463311906,-1,10.8221472611203,12099.1640090942,2.47646758080662,638.145172,90,1,,,,,,,,,,,,,,1,729.596313476563,1210.69463352344,62.3975819397274
98,Silves_25072022,2022,2338,p,2022-07-25 17:00:00,2022-07-25 18:00:00,206.708333,206.75,airb,1,1,433,433,1222.772343,2475.068669,142.686201,135.249371,11108.566975,20839.194239,4.5,1,4,205.021583381336,211.928046153961,31,3,Deciduous Forests,0,0,0,237,15.7927400468384,0.165826551628106,0.17407644456645,0.108928242325767,0.15029862940311,0.17588730901479,0.17844146728515,36.4255676269531,3.14053344726562,12.7764682769775,5304.89501953125,993.108123779297,2283.66088867188,4.93948969244957,91472.61328125,4,75.2803016886831,981.533454771737,98.6278762000222,17.2564899792292,325.003241912139,29.383580887381,317.613972637526,7.7116398689e-05,7.7125454203e-05,30.2843322753906,23.5796508789062,9.90194702148438,-8.03370666503906,-34.3196411132812,16.0047698020935,12.8333401679993,34.2525177001953,16.3580470085144,8.70710897445679,33.5908239957231,21.0195965880711,30.3572543785834,29.4468051650924,57.0476449940028,321.226569418667,314.741029926751,297.127845187779,280.688038107707,259.72164371326,-0.032530239363442,-0.161349296512373,-0.021472157723979,-0.023812883268846,-0.049808889952463,5921.5732421875,15515.8891601562,31728.3896484375,58181.6875,95007.29296875,-17.9605626693915,-7.31578156186611,-8.80136186478206,-7.00371704958282,-7.32689813034134,39.2566871643066,0.252146363258362,3.19850027561188,-0.122243266552687,1.48368614912033,-0.11787436902523,87.4105184639428,0.165029478046266,-1,0,0,0,0,0,1,926.217251586898,386.580980224567,612.495714995861,4.0507792436722,-1,554.247516991531,-1,11.2050886210127,16795.4149246216,3.1245619920853,766.538669,210,1,,,,,,,,,,,,,,1,665.984069824219,1809.08459917578,73.0922992898902
99,Tomar_03082019,2019,1844,p,2019-08-03 19:00:00,2019-08-03 19:30:00,215.791667,215.8125,"airb,fops",1,1,97.5,195,1445.513584,1940.310525,142.66055,223.453149,17922.678766,25552.596078,3.5,0.5,4,173.919331395349,290.144792964151,21,4,Eucalyptus Forests,0,0,100,233,19.405376344086,0.100390996985136,0.146194048176891,0.054663204401732,0.070128409564492,0.113663342595099,0.170428466796867,23.5946350097656,16.1781311035156,63.1716003417969,1070.7001953125,999.033081054688,1147.56958007812,14.6811637878418,24124.56640625,2,56.3460547294614,853.064021711996,92.8363085983463,22.5315804315457,324.242523636945,34.0404229856004,325.639378697953,-1,-1,18.8044128417969,19.5935974121094,9.11984252929688,-7.4210205078125,-37.3583679199219,78.7976837158203,30.4584941864014,28.3150424957275,12.2410364151001,32.5920829772949,43.0309020551005,14.6834466972918,10.3392918607622,37.7571491597769,47.383387424888,333.104903701086,315.790016179027,270.685662303649,250.943480308297,251.063175274034,-0.097173440331282,-0.026608420915081,-0.010925069998995,-0.023459333950265,0.008280961699189,5550.765625,14966.04296875,31032.79296875,57461.53515625,94253.6875,-12.5799651715273,0.861115030973548,-6.73967705161563,-6.45906341037701,-8.34468697367659,44.8266677856445,0.380400031805038,-4.74462461471558,-0.320886462926865,2.50972890853882,-0.233401998877525,110.804182397513,0.340285472333651,-1,0,1.7926025390624,0,1.7926025390624,0.049999999999996,1,572.693078613289,-999,895.312280370312,1.03098705862122,-1,743.026986601261,-1,21.4773507559346,21515.4514312744,0.458293980007932,1295.430314,180,1,,,,,,,,,,,,,,1,644.575317382812,1295.73520761719,66.7797855509333
100,Tomar_03082019,2019,1845,p,2019-08-03 19:30:00,2019-08-03 20:00:00,215.8125,215.833333,"airb,fops",1,1,43.5,87,1523.429405,2190.889462,139.108859,121.002924,15984.224165,23419.69548,4,0.5,4,192.898988970588,220.440521285187,31,4,Eucalyptus Forests,0,0,100,223,18.5459459459459,0.100389078669249,0.146193384399767,0.05463573858142,0.070128409564492,0.113663348555564,0.170428466796867,21.5499572753906,16.6725158691406,73.7960968017578,672.976928710938,999.498107910156,1147.56958007812,16.5961761474609,12634.7978515625,2,56.3460547294614,853.064021711996,92.8363085983463,18.7744884125767,321.696700210103,31.7205886828241,324.567129079378,-1,-1,18.1028747558594,19.5934753417969,8.945556640625,-7.33877563476563,-37.4458618164062,80.383056640625,30.5215816497803,28.7394561767578,12.1676893234253,34.9604454040527,47.3162668173533,16.6229299754419,12.121870510116,35.9941123840261,47.447141549397,340.881140186454,314.183370355577,266.836260087546,249.832384729017,245.012883816087,-0.111678898410974,-0.067758374169357,-0.03304416128646,-0.008612604636405,-0.020671829475458,5569.84130859375,14989.630859375,31054.974609375,57478.04296875,94267.0625,-7.69305485678691,1.6264618164297,-6.85174840548555,-6.35889037509244,-8.39199967909225,62.1451950073242,0.797339498996735,-3.07766699790955,-0.33005690574646,2.74399590492248,-0.229502260684967,118.815231309265,0.584009114724103,-1,0,8.2165527343744,0,8.2165527343744,0.074999999999994,1,482.931652832041,-999,929.744698083751,0.719146012361019,-1,753.214495328354,-1,23.8664372851222,23658.1325531006,0.236214359528978,1295.430314,210,1,,,,,,,,,,,,,,1,457.605346679688,1733.28411532031,79.1132617771618
