,mean,median,std,var,q05,q25,q75,q95,min,max,AIQ,skewness,kurtosis,n_zeros,n_negative,normality_p,n_unique,mode,mode_freq,mode_pct,n_missing,pct_missing,corr_ros_p,R2_ros_p,VIF,var_type
EL_m_av,2.5833258217675557,2.606836855746945,0.454439970367334,0.20651568666746345,2.2648514759163922,2.554436100923886,2.8709536518572136,2.9456504867850932,0.870774980085878,3.010899711155583,0.31651755093332756,-3.1653420691355088,12.245862224180154,0.0,0.0,1.472667187179624e-08,,,,,365.0,95.05208333333334,0.029765227697223392,0.0008859687798675545,1.000886754416596,numeric
HDW_av,183.89727732144448,182.86191953252435,52.9941960155972,2808.3848113395375,100.30911389832296,143.60630853946455,222.27945429686375,276.85832334866785,51.33511336241785,312.5837012905503,78.6731457573992,0.12073466918600785,-0.514021624202146,0.0,0.0,0.01563924713556511,,,,,0.0,0.0,0.3620271648277223,0.1310636680731988,1.1508323029635266,numeric
HigCC_p_av,2.873322478885433,0.6632898540326505,3.57574543763215,12.785955434747137,0.0,0.0,5.850728224751039,9.481172687610822,0.0,10.0,5.850728224751039,0.8380033329372696,-0.9058273488543809,166.0,0.0,5.108091043363369e-19,,,,,0.0,0.0,0.08746088610946211,0.007649406599052302,1.0077083710635337,numeric
LCL_hPa_av,27.14730402503714,27.075256996637666,1.4515654924638743,2.10704237891189,25.0935131644116,26.011943975810638,28.189310469032108,29.76793719699573,23.66759923330658,30.668222109390825,2.17736649322147,0.33003158089554446,-0.5446604974936746,0.0,0.0,0.00042472662908477494,,,,,0.0,0.0,-0.05621256311719326,0.0031598522522044365,1.00316986856854,numeric
LCL_m_av,1.5947385676637948,1.633271549880815,0.27923279969166287,0.07797095642364431,1.0563552462487829,1.4194087747728252,1.8105790234789934,1.958640187801172,0.789527773324523,2.173785551013703,0.3911702487061681,-0.6715805360160064,-0.02348541025411155,0.0,0.0,3.7952425647549837e-06,,,,,0.0,0.0,0.04724858902312999,0.00223242916467664,1.0022374240553915,numeric
LFC_hPa_av,27.506666739332374,30.037372237146545,3.391483993799647,11.502163680199205,22.59940532242326,24.00381719240108,30.36998705692447,30.822070014844876,17.78864132886781,30.822070014844883,6.366169864523389,-0.5532884588265734,-1.186697828939397,0.0,0.0,3.231465433712208e-17,,,,,215.0,55.989583333333336,-0.13975897690014125,0.019532571624174214,1.0199216935299222,numeric
LiftIdx_av,3.716864124890718,3.757640430160977,0.7353153644104633,0.5406886851380924,2.5267903294674903,3.138664313801849,4.231840058135883,4.876368241304607,2.035967059009583,5.497055698981858,1.093175744334034,-0.036121245428926634,-0.7538427873070481,0.0,0.0,5.605076681407847e-06,,,,,0.0,0.0,-0.13450505905977306,0.01809161091267304,1.0184249479011875,numeric
LowCC_p_av,0.17632965872621742,0.0,0.6022233607431137,0.36267297622473044,0.0,0.0,0.0,1.4043928885204262,0.0,4.619905273311294,0.0,4.529893151407415,22.685528203121528,322.0,0.0,7.782365228674244e-84,,,,,0.0,0.0,-0.03363029243679319,0.0011309965693842292,1.00113227717098,numeric
MidCC_p_av,1.0144195723614946,0.0,1.797475682821055,3.2309188303330174,0.0,0.0,1.622198467616402,4.813045513895126,0.0,9.423442457144347,1.622198467616402,2.1850669877391935,4.791854457440281,233.0,0.0,7.681886686421683e-40,,,,,0.0,0.0,0.07298246457118343,0.005326440134884045,1.0053549630248604,numeric
Recirc,0.07790196804030197,0.0427484758814635,0.10934552350078319,0.011956443509660328,0.0027707719425815003,0.01510919722524525,0.08678654287921675,0.296094011765616,1.577973384e-06,0.719053541883962,0.07167734565397149,2.9563429937883905,10.219678864041152,0.0,0.0,2.628623377458645e-45,,,,,90.0,23.4375,-0.23203673665025437,0.0538410471552995,1.0569048646566437,numeric
TotCC_p_av,3.2683171871239822,1.8586044270532929,3.563958126234042,12.701797525549663,0.0,0.0,6.358454946588973,9.580827209806689,0.0,10.0,6.358454946588973,0.6740306215997528,-1.1040470046407664,121.0,0.0,8.139126115423714e-34,,,,,0.0,0.0,0.10344237064700834,0.010700324045073054,1.0108160593853874,numeric
VPD_Pa_av,50.75912502514709,51.19831769591514,12.46922221771322,155.481502714713,29.255730878009523,42.43765215523852,59.5033636372999,70.3528028302113,17.947414870137518,79.76916464967056,17.06571148206138,-0.08851977560730274,-0.3896239183384087,0.0,0.0,0.1371989066211125,,,,,0.0,0.0,0.09779511961506233,0.009563885420524349,1.0096562365605832,numeric
