,n,n_total,n_missing,pct_missing,pct_complete,mean,median,std,var,sem,cv,min,max,range,q01,q05,q10,q25,q75,q90,q95,q99,AIQ,qcd,skewness,kurtosis,n_zeros,pct_zeros,n_negative,pct_negative,n_positive,pct_positive,n_outliers,pct_outliers,normality_stat,normality_p,shapiro_stat,shapiro_p,n_unique,pct_unique,mode,mode_freq,mode_pct,mode2,mode2_freq,mode2_pct,entropy,max_entropy,rel_entropy,corr_ros_p,R2_ros_p,corr_n,corr_p_value,anova_p_value,VIF,corr_log_ros_p,R2_log_ros_p,corr_log_n,corr_log_ros_p_value,anova_log_ros_p_value,VIF_log_ros_p,var_type
MidCC_p_av,1177.0,1177.0,0.0,0.0,100.0,5.665175956551997,0.1052652970733,11.213456261563506,125.74160132999779,0.3268520867327107,197.9365927477452,0.0,88.8012677431107,88.8012677431107,0.0,0.0,0.0,0.0,5.492858961224599,20.909698475048785,29.523380981861898,50.276888902764775,5.492858961224599,1.0,2.8159583398898422,9.328106257223213,539.0,45.794392523364486,0.0,0.0,638.0,54.20560747663551,176.0,14.953271028037381,716.4639419361815,2.6413853649750835e-156,0.5786538379285431,1.3387809926230602e-46,,,,,,,,,,,,-0.038101664160914886,0.0014517368118311458,1173.0,0.19222354039645206,,1.0014538474156434,-0.0330311366709361,0.0010910559897740597,1173.0,0.25831251452549636,,1.001092247693162,numeric
Recirc,1065.0,1177.0,112.0,9.515717926932881,90.48428207306712,0.039041425477995294,0.004103494867365,0.09658388123491132,0.009328446114399456,0.002959578404565326,247.38820381788665,2.49e-12,0.777143968715042,0.777143968712552,7.281231256800001e-07,2.0933661703000005e-05,8.332512223020001e-05,0.000727076736981,0.02569244498623,0.0980274708296414,0.22971282360882087,0.5450660557340592,0.024965368249248998,0.9449591294953517,4.105556433633884,19.09225099066759,0.0,0.0,0.0,0.0,1065.0,90.48428207306712,155.0,14.553990610328638,922.4043113777323,5.0402112855317084e-201,0.4431336056330545,3.477523631251625e-49,,,,,,,,,,,,-0.17226723484157963,0.029676000199963946,1061.0,1.6335574666057474e-08,,1.0305835990927563,-0.2942829187732586,0.0866024362817083,1061.0,1.2184269085352245e-22,,1.0948135179265903,numeric
TotCC_p_av,1177.0,1177.0,0.0,0.0,100.0,30.397985650550442,11.7130128007072,35.80381879639842,1281.9134404053325,1.0436169378673772,117.78352423740317,0.0,100.0,100.0,0.0,0.0,0.0,0.0378417957108,61.901684977978796,91.47659513435597,96.16161970792012,99.1641223430634,61.863843182268,0.9987781051072908,0.8123044094342791,-0.9633475261087252,264.0,22.429906542056074,0.0,0.0,913.0,77.57009345794393,0.0,0.0,313.9244098018127,6.794860487033654e-69,0.7827435544088532,6.786093274375361e-37,,,,,,,,,,,,0.066982900978473,0.004486709023491919,1173.0,0.0217770443565768,,1.0045069303083747,0.04322540109475279,0.0018684352998022558,1173.0,0.1389950617957421,,1.001871932885284,numeric
VPD_Pa_av,1177.0,1177.0,0.0,0.0,100.0,2343.1861442286154,2112.749797580112,1233.573599491643,1521703.8253627687,35.95645229511124,52.64513886487408,156.32652624161378,6363.11962890625,6206.7931026646365,384.2379763184078,684.5354923437745,879.4499995441377,1341.082059960445,3269.7271321614585,4137.18180091545,4421.082292695659,5646.869521484376,1928.6450722010136,0.41828776508390864,0.542681540938753,-0.4091316738813351,0.0,0.0,0.0,0.0,1177.0,100.0,1.0,0.08496176720475786,64.30565269692421,1.0869384181023721e-14,0.9608182124082607,3.0038795560381443e-17,,,,,,,,,,,,0.1481518340404367,0.021948965929545095,1173.0,3.4543213619123014e-07,,1.022441534403576,0.259336072050648,0.06725519826665889,1173.0,1.7573399292370262e-19,,1.0721046079717378,numeric
VentIdx_av,1177.0,1177.0,0.0,0.0,100.0,11832.704113502632,10994.217882414896,6861.763586415191,47083799.51585346,200.00807017671644,57.98981805507195,233.24182629585266,40924.12311777252,40690.88129147667,2175.693582194192,3360.821869629646,4544.5942731418145,6941.174582090628,14872.337483771029,20033.19578121508,25062.37135254039,36332.947995885974,7931.162901680401,0.36358945215854266,1.3855819047738323,2.6683344382778955,0.0,0.0,0.0,0.0,1177.0,100.0,51.0,4.333050127442651,302.6377788634859,1.9188512618456138e-66,0.9007683303591927,6.216187638577503e-27,,,,,,,,,,,,0.19431533429145692,0.037758449140800655,1173.0,1.918380222847107e-11,,1.0392400942435769,0.17081246603614808,0.02917689855335024,1173.0,3.926718226436101e-09,,1.0300537744825735,numeric
aspect_av,1177.0,1177.0,0.0,0.0,100.0,195.39406170536358,195.56393476043428,91.28655512504469,8333.235146597823,2.6608389364780245,46.719206473478444,0.218631845271705,359.91222728737273,359.693595442101,6.861192916257927,33.20859789645651,60.80480957035215,130.62382213455612,271.8512127685211,314.706396137417,330.0778755009516,350.0277331691327,141.227390633965,0.3508972691137847,-0.2259399879025287,-0.8588880285609934,0.0,0.0,0.0,0.0,1177.0,100.0,0.0,0.0,137.63253488134285,1.2985981664530275e-30,0.9718496363129348,2.3347112199222595e-14,,,,,,,,,,,,0.1547760179766809,0.023955615740717848,1173.0,9.961805269443795e-08,,1.0245435721234109,0.11053600325812105,0.012218208016279347,1173.0,0.0001486281975508403,,1.0123693391753477,numeric
d_2m_C_av,1177.0,1177.0,0.0,0.0,100.0,10.341103039256828,10.898149601950148,4.3079206195645465,18.558180064469383,0.12556813984372892,41.658231266150686,-3.819308100175692,19.097625732421875,22.916933832597568,-1.933851318359375,2.832854757002673,4.5608454521009305,7.390899658203125,13.379183107951043,15.617106340866282,16.57773832135574,17.642232666015627,5.988283449747918,0.28831293149712955,-0.5977915591451178,0.06301745281203486,0.0,0.0,27.0,2.2939677145284625,1150.0,97.70603228547154,16.0,1.3593882752761257,61.28219317635255,4.9287958747052633e-14,0.9722086137895476,2.98242911505567e-14,,,,,,,,,,,,-0.2665187735678008,0.07103225666408466,1173.0,1.5903700066632738e-20,,1.0764636416857796,-0.29534389025039076,0.08722801350823486,1173.0,4.848167387384918e-25,,1.0955638591007764,numeric
dfmc_av,1177.0,1177.0,0.0,0.0,100.0,9.922986511441863,9.290717000867772,3.197772284871063,10.225747585889497,0.09320931208237503,32.22590579140483,4.156029567122459,20.039654417426753,15.883624850304294,4.903000742197037,5.993406973925732,6.339355850219727,7.36269889275233,11.849390578810217,14.907731474429452,16.164185603203546,18.229050636291504,4.486691686057887,0.23353481112499622,0.7434297610582694,-0.15093488663984322,0.0,0.0,0.0,0.0,1177.0,100.0,9.0,0.7646559048428208,89.59961946867035,3.4969533764341575e-20,0.9444106391809569,1.2677081928006777e-20,,,,,,,,,,,,-0.22987710787040716,0.05284348472286281,1173.0,1.5653377047625228e-15,,1.055791713270748,-0.3462123069336178,0.1198629614722976,1173.0,2.2895400139574293e-34,,1.1361867030079826,numeric
duration_p,1177.0,1177.0,0.0,0.0,100.0,3.6840130331350895,1.5,3.8809605338362707,15.06185466519471,0.11312302107600244,105.346004450304,0.166667,23.0,22.833333,0.5,0.833333,1.0,1.0,5.083333,10.0,12.099999800000004,14.310000000000002,4.083333,0.6712328586976909,1.4592582821809006,1.3103901376749683,0.0,0.0,0.0,0.0,1177.0,100.0,87.0,7.391673746813934,275.060963114536,1.867543670784045e-60,0.7543545168729594,1.321770510513005e-38,,,,,,,,,,,,-0.31446407866508386,0.09888765677068005,1173.0,2.4533278749401573e-28,,1.1097395430366606,-0.42809437704069997,0.183264795653865,1173.0,1.8112635140074965e-53,,1.2243870408409587,numeric
elev_av,1177.0,1177.0,0.0,0.0,100.0,493.1596186553401,488.13427083333335,258.59698472901044,66872.40051093606,7.5376371129376345,52.436771979446874,19.91985743178934,1484.5377650176679,1464.6179075858786,37.08252020861303,89.9295669331318,158.96854161463537,286.91297554347824,673.3710893854749,818.2084668871496,908.807973416467,1151.422086330994,386.45811384199664,0.4024414524368775,0.33622778429380995,-0.1282384279728297,0.0,0.0,0.0,0.0,1177.0,100.0,7.0,0.5947323704333051,22.066009043066455,1.615946645955155e-05,0.9825522185937285,1.0875115049729e-10,,,,,,,,,,,,-0.1785414380637174,0.03187704510586023,1173.0,7.371422249764898e-10,,1.0329266493937703,-0.15301480354139646,0.023413530102812153,1173.0,1.3937535255452613e-07,,1.023974866357996,numeric
enddoy,1177.0,1177.0,0.0,0.0,100.0,227.5326866745964,226.625,39.24567658758527,1540.2231308173386,1.1439409035605208,17.248368645913317,149.739583,290.083333,140.34374999999997,168.75,169.6166666,170.208333,200.104167,258.791667,288.958333,289.083333,289.541667,58.68750000000003,0.12788850029089613,0.029933484648892485,-0.9770024147553622,0.0,0.0,0.0,0.0,1177.0,100.0,0.0,0.0,226.96674505327198,5.185582211665394e-50,0.9263514026566537,1.4191780350874193e-23,,,,,,,,,,,,0.3037586131279624,0.09226929504942312,1173.0,1.8420863023038104e-26,,1.1016483132565698,0.25770925210380463,0.06641405861990234,1173.0,2.997271023212041e-19,,1.0711386661647069,numeric
f_load_av,1177.0,1177.0,0.0,0.0,100.0,19.20841460192929,18.77846153846154,3.6576036560928236,13.378064505063591,0.10661256971527545,19.041673828330705,2.216666666666667,34.67,32.45333333333333,11.255341703479811,13.815961904761904,15.16738475492508,16.702857142857145,21.567857142857143,24.01131964794465,25.78242131223598,28.576160804020102,4.864999999999998,0.12712070027436118,0.20216766387686613,1.1541855727249413,0.0,0.0,0.0,0.0,1177.0,100.0,16.0,1.3593882752761257,37.24454073036323,8.174303151675455e-09,0.9809873704115315,2.644781224282869e-11,,,,,,,,,,,,-0.01745021685456795,0.00030451006827144733,1173.0,0.5504658091455802,,1.000304602822898,0.012443665422223506,0.0001548448091402409,1173.0,0.670292730244076,,1.0001548687897683,numeric
f_start,1177.0,1177.0,0.0,0.0,100.0,1592.7400169923535,840.0,2129.5477244200592,4534973.510582653,62.07248695564459,133.7034105818089,0.0,15300.0,15300.0,0.0,0.0,0.0,180.0,2130.0,4320.0,5712.000000000003,9642.0,1950.0,0.8441558441558441,2.596107837575925,9.453053722793522,157.0,13.338997451146984,0.0,0.0,1020.0,86.66100254885302,79.0,6.711979609175871,678.1656275822025,5.472743102619841e-148,0.7206681036590731,1.940759257846458e-40,,,,,,,,,,,,-0.1874919369992841,0.035153226439743515,1173.0,9.66767410947894e-11,,1.0364339990587617,-0.2582931188598226,0.06671533525033443,1173.0,2.475685476206201e-19,,1.0714844438896138,numeric
fuel_model,1177.0,1177.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.1045029736618521,233.0,404.0,34.324553950722176,223.0,319.0,27.102803738317753,2.43993377526098,3.700439718141092,0.65936320035141,0.10521767356335589,0.01107075883008492,1173.0,,0.37127967664783973,1.0111946925717235,0.1581853623088217,0.02502260884877319,1173.0,,0.00329401867548718,1.025664809333914,categorical
gT_5_3_av,1177.0,1177.0,0.0,0.0,100.0,-7.616714986226011,-7.646388473021173,0.4886303605402341,0.2387596292416792,0.014242696387105163,-6.4152375587621195,-8.748665793179219,-5.637934390733246,3.110731402445973,-8.616121218725098,-8.364997101637064,-8.225052703969327,-7.960232963286502,-7.314840280660166,-6.900154797744498,-6.834635876833035,-6.2872652836882015,0.6453926826263361,-0.04225136418786716,0.3754914239623969,-0.016415996985281733,0.0,0.0,1177.0,100.0,0.0,0.0,13.0,1.1045029736618521,26.198158910916824,2.0471142172436656e-06,0.9804840424546326,1.7049959707110905e-11,,,,,,,,,,,,0.22346263777327058,0.04993555048058793,1173.0,9.682900390210973e-15,,1.0525601715818835,0.18486352655078428,0.03417452344879252,1173.0,1.7741189992817593e-10,,1.0353837461099327,numeric
